order_id,customer_id,order_date,shipped_date,delivered_date,channel,promo_code,discount_pct,subtotal,shipping_cost,tax,order_total,status,is_first_order
O00001062,C000926,2024-06-07,2024-06-08,2024-06-11,direct,,0.0,89.95,0.0,7.2,97.15,delivered,False
O00001063,C000926,2024-06-13,2024-06-14,2024-06-18,email,,0.0,130.95,0.0,10.48,141.43,delivered,False
O00001064,C000927,2024-05-15,2024-05-16,2024-05-17,paid_search,,0.0,217.92,0.0,17.43,235.35,delivered,False
O00001065,C000928,2023-06-04,2023-06-05,2023-06-09,organic_search,,0.0,142.95,0.0,11.44,154.39,delivered,True
O00001066,C000928,2023-09-21,2023-09-22,2023-09-24,email,,0.0,115.95,0.0,9.28,125.23,delivered,False
O00001067,C000928,2023-10-04,2023-10-05,2023-10-07,email,,0.0,126.96,0.0,10.16,137.12,delivered,False
O00001068,C000929,2023-04-25,2023-04-26,2023-04-27,organic_search,,0.15,100.26,0.0,8.02,108.28,delivered,True
O00001069,C000929,2023-09-16,2023-09-17,2023-09-20,direct,,0.0,77.98,0.0,6.24,84.22,delivered,False
O00001070,C000930,2024-05-19,2024-05-20,2024-05-23,direct,SUMMER15,0.2,17.59,5.99,1.41,24.99,delivered,True
O00001071,C000931,2024-01-05,2024-01-06,2024-01-08,referral,,0.1,31.49,5.99,2.52,40.0,delivered,True
O00001072,C000932,2023-01-29,2023-01-30,2023-02-01,paid_social,SUMMER15,0.2,52.78,0.0,4.22,57.0,delivered,True
O00001073,C000935,2023-05-12,2023-05-13,2023-05-17,email,,0.0,45.98,0.0,3.68,49.66,delivered,True
O00001074,C000935,2023-05-24,2023-05-25,2023-05-28,paid_social,,0.0,25.98,5.99,2.08,34.05,delivered,False
O00001075,C000938,2024-04-14,2024-04-15,2024-04-20,email,,0.0,83.95,0.0,6.72,90.67,delivered,True
O00001076,C000939,2023-04-27,2023-04-28,2023-04-29,email,SUMMER15,0.2,27.99,5.99,2.24,36.22,delivered,True
O00001077,C000940,2023-10-19,2023-10-20,2023-10-23,paid_search,,0.0,26.99,5.99,2.16,35.14,delivered,True
O00001078,C000943,2023-06-26,2023-06-27,2023-06-30,email,BFCM20,0.2,52.78,0.0,4.22,57.0,delivered,True
O00001079,C000943,2023-07-29,2023-07-30,2023-08-03,organic_search,,0.0,53.97,0.0,4.32,58.29,delivered,False
O00001080,C000943,2023-08-05,2023-08-06,2023-08-11,email,,0.0,224.93,0.0,17.99,242.92,delivered,False
O00001081,C000943,2023-08-22,2023-08-23,2023-08-26,direct,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00001082,C000943,2023-09-18,2023-09-19,2023-09-21,organic_social,LOYAL15,0.2,73.57,0.0,5.89,79.46,delivered,False
O00001083,C000943,2023-09-27,2023-09-28,2023-10-03,email,,0.0,95.96,0.0,7.68,103.64,delivered,False
O00001084,C000943,2024-01-21,2024-01-22,2024-01-26,paid_search,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00001085,C000943,2024-04-14,2024-04-15,2024-04-20,email,LOYAL15,0.2,51.17,0.0,4.09,55.26,delivered,False
O00001086,C000943,2024-05-10,2024-05-11,2024-05-16,direct,,0.0,80.97,0.0,6.48,87.45,delivered,False
O00001087,C000947,2023-05-28,2023-05-29,2023-05-30,paid_social,,0.0,49.98,0.0,4.0,53.98,delivered,False
O00001088,C000947,2023-10-13,2023-10-14,2023-10-16,direct,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00001089,C000947,2023-11-05,2023-11-06,2023-11-08,organic_search,LOYAL15,0.2,45.58,0.0,3.65,49.23,delivered,False
O00001090,C000948,2023-03-24,2023-03-25,2023-03-27,email,,0.0,44.98,5.99,3.6,54.57,delivered,False
O00001091,C000948,2023-04-04,2023-04-05,2023-04-10,paid_social,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00001092,C000949,2023-10-06,2023-10-07,2023-10-12,organic_search,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00001093,C000950,2024-02-06,2024-02-07,2024-02-10,email,,0.15,27.18,5.99,2.17,35.34,delivered,True
O00001094,C000951,2023-12-24,2023-12-25,2023-12-27,paid_social,,0.0,26.99,5.99,2.16,35.14,delivered,True
O00001095,C000954,2024-06-19,2024-06-20,2024-06-25,organic_search,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00001096,C000956,2023-03-29,2023-03-30,2023-04-03,organic_social,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00001097,C000957,2023-10-19,2023-10-20,2023-10-22,email,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00001098,C000957,2024-01-02,2024-01-03,2024-01-05,organic_search,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00001099,C000957,2024-01-22,2024-01-23,2024-01-24,paid_search,,0.0,53.98,0.0,4.32,58.3,delivered,False
O00001100,C000958,2023-03-31,2023-04-01,2023-04-04,paid_social,,0.0,38.97,5.99,3.12,48.08,delivered,True
O00001101,C000959,2023-09-21,2023-09-22,2023-09-25,organic_search,WELCOME10,0.15,60.31,0.0,4.82,65.13,delivered,False
O00001102,C000959,2023-11-04,2023-11-05,2023-11-07,paid_social,WELCOME10,0.2,35.98,5.99,2.88,44.85,delivered,False
O00001103,C000961,2023-12-28,2023-12-29,2024-01-01,email,,0.0,65.97,0.0,5.28,71.25,delivered,True
O00001104,C000962,2023-11-17,2023-11-18,2023-11-20,email,,0.0,86.97,0.0,6.96,93.93,delivered,True
O00001105,C000962,2023-11-25,2023-11-26,2023-12-01,direct,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00001106,C000963,2023-11-02,2023-11-03,2023-11-06,direct,,0.0,84.97,0.0,6.8,91.77,delivered,False
O00001107,C000963,2023-11-14,2023-11-15,2023-11-16,email,,0.0,53.98,0.0,4.32,58.3,delivered,False
O00001108,C000964,2024-06-30,2024-07-01,2024-07-05,organic_search,,0.0,69.98,0.0,5.6,75.58,delivered,True
O00001109,C000965,2023-07-10,2023-07-11,2023-07-14,paid_search,,0.0,80.97,0.0,6.48,87.45,delivered,False
O00001110,C000966,2023-08-29,2023-08-30,2023-09-01,paid_social,,0.0,104.96,0.0,8.4,113.36,delivered,True
O00001111,C000966,2023-10-05,2023-10-06,2023-10-08,direct,,0.0,69.98,0.0,5.6,75.58,delivered,False
O00001112,C000967,2023-07-12,2023-07-13,2023-07-16,organic_search,,0.0,108.97,0.0,8.72,117.69,delivered,True
O00001113,C000967,2023-08-14,2023-08-15,2023-08-16,paid_search,,0.0,77.98,0.0,6.24,84.22,delivered,False
O00001114,C000970,2023-10-30,2023-10-31,2023-11-02,paid_social,BFCM20,0.1,108.85,0.0,8.71,117.56,delivered,True
O00001115,C000971,2024-06-10,2024-06-11,2024-06-13,paid_search,,0.0,158.95,0.0,12.72,171.67,refunded,True
O00001116,C000972,2023-11-21,2023-11-22,2023-11-25,email,BFCM20,0.15,29.74,5.99,2.38,38.11,delivered,True
O00001117,C000972,2023-11-23,2023-11-24,2023-11-26,organic_social,,0.0,135.96,0.0,10.88,146.84,delivered,False
O00001118,C000973,2023-06-19,2023-06-20,2023-06-23,direct,,0.0,126.95,0.0,10.16,137.11,delivered,False
O00001119,C000973,2023-07-13,2023-07-14,2023-07-16,email,,0.0,22.99,5.99,1.84,30.82,delivered,False
O00001120,C000973,2023-09-06,2023-09-07,2023-09-09,paid_search,,0.0,83.96,0.0,6.72,90.68,delivered,False
O00001121,C000974,2023-10-04,2023-10-05,2023-10-07,email,BFCM20,0.1,17.09,5.99,1.37,24.45,delivered,True
O00001122,C000975,2024-03-23,2024-03-24,2024-03-28,paid_search,,0.0,118.95,0.0,9.52,128.47,delivered,True
O00001123,C000976,2023-05-02,2023-05-03,2023-05-04,organic_search,WELCOME10,0.2,156.75,0.0,12.54,169.29,delivered,True
O00001124,C000977,2023-12-03,2023-12-04,2023-12-07,organic_search,,0.0,49.98,0.0,4.0,53.98,delivered,True
O00001125,C000980,2023-07-01,2023-07-02,2023-07-03,organic_search,,0.15,18.69,5.99,1.5,26.18,delivered,True
O00001126,C000981,2024-04-05,2024-04-06,2024-04-11,organic_social,SUMMER15,0.2,68.76,0.0,5.5,74.26,delivered,True
O00001127,C000981,2024-05-11,2024-05-12,2024-05-15,email,,0.0,69.98,0.0,5.6,75.58,delivered,False
O00001128,C000983,2023-04-23,2023-04-24,2023-04-29,organic_search,,0.15,45.88,0.0,3.67,49.55,delivered,True
O00001129,C000986,2023-11-04,2023-11-05,2023-11-07,email,SUMMER15,0.2,27.99,5.99,2.24,36.22,delivered,True
O00001130,C000986,2023-12-02,2023-12-03,2023-12-07,direct,WELCOME10,0.1,164.65,0.0,13.17,177.82,delivered,False
O00001131,C000987,2023-08-24,2023-08-25,2023-08-27,paid_social,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00001132,C000988,2023-05-07,2023-05-08,2023-05-12,paid_search,,0.1,24.29,5.99,1.94,32.22,delivered,True
O00001133,C000988,2023-05-31,2023-06-01,2023-06-05,organic_search,,0.0,77.98,0.0,6.24,84.22,delivered,False
O00001134,C000991,2024-03-30,2024-03-31,2024-04-01,paid_social,,0.0,35.98,5.99,2.88,44.85,delivered,True
O00001135,C000991,2024-03-31,2024-04-01,2024-04-03,direct,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00001136,C000992,2023-08-21,2023-08-22,2023-08-27,paid_search,LOYAL15,0.2,120.75,0.0,9.66,130.41,delivered,True
O00001137,C000993,2024-05-06,2024-05-07,2024-05-10,organic_search,,0.0,139.96,0.0,11.2,151.16,delivered,True
O00001138,C000995,2023-05-11,2023-05-12,2023-05-15,direct,,0.0,74.95,0.0,6.0,80.95,delivered,True
O00001139,C000996,2024-06-10,2024-06-11,2024-06-15,organic_search,,0.0,57.96,0.0,4.64,62.6,delivered,True
O00001140,C000996,2024-06-13,2024-06-14,2024-06-17,organic_search,,0.0,72.97,0.0,5.84,78.81,delivered,False
O00001141,C000999,2023-10-02,2023-10-03,2023-10-08,organic_social,,0.0,38.99,5.99,3.12,48.1,delivered,True
O00001142,C000999,2023-12-25,2023-12-26,2023-12-28,organic_social,,0.0,106.96,0.0,8.56,115.52,delivered,False
O00001143,C000999,2024-01-10,2024-01-11,2024-01-14,email,,0.0,60.98,0.0,4.88,65.86,delivered,False
O00001144,C001000,2023-04-19,2023-04-20,2023-04-23,organic_search,,0.1,105.27,0.0,8.42,113.69,delivered,True
O00001145,C001000,2023-05-29,2023-05-30,2023-06-03,email,,0.0,173.92,0.0,13.91,187.83,delivered,False
O00001146,C001000,2023-06-21,2023-06-22,2023-06-26,email,,0.0,162.95,0.0,13.04,175.99,delivered,False
O00001147,C001000,2023-07-08,2023-07-09,2023-07-14,direct,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00001148,C001000,2023-08-12,2023-08-13,2023-08-18,direct,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00001149,C001002,2024-03-03,2024-03-04,2024-03-05,paid_search,,0.0,34.99,5.99,2.8,43.78,delivered,True
O00001150,C001002,2024-06-29,2024-06-30,2024-07-03,direct,,0.0,52.97,0.0,4.24,57.21,delivered,False
O00001151,C001003,2023-12-20,2023-12-21,2023-12-25,direct,,0.0,56.98,0.0,4.56,61.54,delivered,False
O00001152,C001005,2023-09-17,2023-09-18,2023-09-21,organic_social,,0.0,124.95,0.0,10.0,134.95,delivered,False
O00001153,C001006,2024-03-24,2024-03-25,2024-03-27,email,,0.0,18.99,5.99,1.52,26.5,delivered,True
O00001154,C001008,2023-07-23,2023-07-24,2023-07-25,organic_search,,0.0,99.97,0.0,8.0,107.97,delivered,True
O00001155,C001010,2024-02-11,2024-02-12,2024-02-15,paid_social,,0.0,70.96,0.0,5.68,76.64,delivered,True
O00001156,C001011,2023-08-19,2023-08-20,2023-08-22,paid_search,,0.0,56.98,0.0,4.56,61.54,delivered,True
O00001157,C001012,2024-02-20,2024-02-21,2024-02-25,organic_search,,0.0,38.99,5.99,3.12,48.1,delivered,True
O00001158,C001014,2024-05-20,2024-05-21,2024-05-24,paid_search,BFCM20,0.2,55.18,0.0,4.41,59.59,delivered,True
O00001159,C001015,2023-08-30,2023-08-31,2023-09-02,organic_search,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00001160,C001016,2023-10-18,2023-10-19,2023-10-22,email,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00001161,C001017,2023-10-11,2023-10-12,2023-10-17,organic_search,WELCOME10,0.1,11.69,5.99,0.94,18.62,delivered,True
O00001162,C001017,2023-11-16,2023-11-17,2023-11-21,organic_search,,0.0,44.98,5.99,3.6,54.57,delivered,False
O00001163,C001019,2023-10-16,2023-10-17,2023-10-19,organic_search,,0.0,99.96,0.0,8.0,107.96,delivered,True
O00001164,C001020,2023-09-11,2023-09-12,2023-09-16,organic_search,LOYAL15,0.15,79.02,0.0,6.32,85.34,delivered,True
O00001165,C001021,2023-07-17,2023-07-18,2023-07-22,email,,0.1,24.29,5.99,1.94,32.22,delivered,True
O00001166,C001023,2023-06-06,2023-06-07,2023-06-10,paid_search,,0.0,45.98,0.0,3.68,49.66,delivered,False
O00001167,C001024,2023-02-15,2023-02-16,2023-02-20,paid_search,,0.0,38.99,5.99,3.12,48.1,delivered,True
O00001168,C001025,2023-05-07,2023-05-08,2023-05-10,email,,0.0,109.96,0.0,8.8,118.76,delivered,True
O00001169,C001026,2023-11-29,2023-11-30,2023-12-03,organic_search,,0.0,72.97,0.0,5.84,78.81,delivered,True
O00001170,C001027,2023-05-17,2023-05-18,2023-05-22,organic_search,,0.0,44.97,5.99,3.6,54.56,delivered,True
O00001171,C001028,2024-01-18,2024-01-19,2024-01-20,email,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00001172,C001029,2023-09-12,2023-09-13,2023-09-16,organic_search,,0.2,21.59,5.99,1.73,29.31,delivered,True
O00001173,C001029,2023-10-21,2023-10-22,2023-10-25,paid_search,,0.0,45.98,0.0,3.68,49.66,delivered,False
O00001174,C001029,2023-11-03,2023-11-04,2023-11-07,organic_social,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00001175,C001029,2023-12-25,2023-12-26,2023-12-29,paid_social,,0.0,45.98,0.0,3.68,49.66,delivered,False
O00001176,C001029,2024-02-14,2024-02-15,2024-02-18,direct,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00001177,C001029,2024-03-10,2024-03-11,2024-03-13,email,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00001178,C001030,2023-06-08,2023-06-09,2023-06-11,paid_social,,0.0,36.98,5.99,2.96,45.93,delivered,True
O00001179,C001030,2023-08-04,2023-08-05,2023-08-07,organic_search,,0.0,37.98,5.99,3.04,47.01,delivered,False
O00001180,C001030,2023-08-08,2023-08-09,2023-08-11,organic_search,,0.0,61.98,0.0,4.96,66.94,delivered,False
O00001181,C001030,2023-08-18,2023-08-19,2023-08-21,email,,0.0,104.97,0.0,8.4,113.37,delivered,False
O00001182,C001030,2023-08-19,2023-08-20,2023-08-23,email,,0.0,30.98,5.99,2.48,39.45,delivered,False
O00001183,C001031,2023-12-11,2023-12-12,2023-12-15,email,WELCOME10,0.15,88.36,0.0,7.07,95.43,delivered,True
O00001184,C001032,2023-01-17,2023-01-18,2023-01-22,paid_search,,0.0,53.98,0.0,4.32,58.3,delivered,True
O00001185,C001033,2023-03-11,2023-03-12,2023-03-17,organic_search,,0.0,38.99,5.99,3.12,48.1,delivered,True
O00001186,C001034,2023-12-29,2023-12-30,2024-01-01,email,,0.0,91.96,0.0,7.36,99.32,delivered,True
O00001187,C001035,2024-04-02,2024-04-03,2024-04-06,paid_social,,0.0,80.97,0.0,6.48,87.45,delivered,True
O00001188,C001035,2024-05-25,2024-05-26,2024-05-28,email,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00001189,C001037,2024-01-09,2024-01-10,2024-01-12,paid_social,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00001190,C001038,2023-11-07,2023-11-08,2023-11-11,paid_search,,0.0,181.94,0.0,14.56,196.5,delivered,True
O00001191,C001040,2023-06-13,2023-06-14,2023-06-17,paid_social,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00001192,C001042,2023-11-17,2023-11-18,2023-11-20,email,,0.0,69.98,0.0,5.6,75.58,delivered,False
O00001193,C001043,2023-09-24,2023-09-25,2023-09-27,organic_search,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00001194,C001043,2023-10-09,2023-10-10,2023-10-11,direct,,0.0,139.96,0.0,11.2,151.16,refunded,False
O00001195,C001043,2023-10-16,2023-10-17,2023-10-20,organic_search,,0.0,26.99,5.99,2.16,35.14,delivered,False
O00001196,C001043,2023-11-19,2023-11-20,2023-11-25,email,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00001197,C001044,2023-09-04,2023-09-05,2023-09-06,paid_search,WELCOME10,0.15,18.69,5.99,1.5,26.18,delivered,True
O00001198,C001044,2023-09-09,2023-09-10,2023-09-14,direct,,0.0,69.98,0.0,5.6,75.58,delivered,False
O00001199,C001045,2024-05-29,2024-05-30,2024-06-02,organic_search,,0.0,239.92,0.0,19.19,259.11,delivered,True
O00001200,C001045,2024-06-15,2024-06-16,2024-06-19,direct,LOYAL15,0.15,16.14,5.99,1.29,23.42,delivered,False
O00001201,C001046,2023-04-27,2023-04-28,2023-04-29,organic_search,,0.0,45.98,0.0,3.68,49.66,delivered,True
O00001202,C001047,2023-04-09,2023-04-10,2023-04-13,email,,0.0,34.99,5.99,2.8,43.78,delivered,True
O00001203,C001048,2024-06-01,2024-06-02,2024-06-04,paid_social,,0.0,34.99,5.99,2.8,43.78,delivered,True
O00001204,C001049,2024-01-01,2024-01-02,2024-01-06,paid_social,,0.0,39.98,5.99,3.2,49.17,delivered,True
O00001205,C001049,2024-01-06,2024-01-07,2024-01-11,email,LOYAL15,0.2,171.15,0.0,13.69,184.84,delivered,False
O00001206,C001050,2023-02-28,2023-03-01,2023-03-03,paid_social,SUMMER15,0.15,58.62,0.0,4.69,63.31,delivered,True
O00001207,C001051,2023-08-31,2023-09-01,2023-09-02,organic_search,LOYAL15,0.2,35.18,5.99,2.81,43.98,delivered,True
O00001208,C001053,2024-02-25,2024-02-26,2024-02-29,organic_social,,0.0,58.97,0.0,4.72,63.69,delivered,True
O00001209,C001054,2023-05-29,2023-05-30,2023-06-01,paid_social,,0.0,111.96,0.0,8.96,120.92,delivered,True
O00001210,C001055,2023-12-10,2023-12-11,2023-12-16,organic_search,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00001211,C001057,2023-05-14,2023-05-15,2023-05-18,paid_search,,0.0,96.97,0.0,7.76,104.73,delivered,True
O00001212,C001058,2023-03-05,2023-03-06,2023-03-10,email,,0.0,45.98,0.0,3.68,49.66,delivered,True
O00001213,C001059,2023-06-13,2023-06-14,2023-06-18,paid_search,,0.0,97.95,0.0,7.84,105.79,delivered,True
O00001214,C001061,2023-05-14,2023-05-15,2023-05-19,organic_search,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00001215,C001061,2023-05-23,2023-05-24,2023-05-26,email,,0.0,61.98,0.0,4.96,66.94,delivered,False
O00001216,C001062,2023-06-16,2023-06-17,2023-06-21,paid_social,,0.0,65.97,0.0,5.28,71.25,delivered,True
O00001217,C001062,2023-09-29,2023-09-30,2023-10-02,direct,,0.0,44.98,5.99,3.6,54.57,delivered,False
O00001218,C001062,2024-03-31,2024-04-01,2024-04-02,paid_search,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00001219,C001062,2024-05-13,2024-05-14,2024-05-18,paid_social,,0.0,37.98,5.99,3.04,47.01,delivered,False
O00001220,C001063,2024-03-26,2024-03-27,2024-03-28,direct,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00001221,C001064,2023-07-31,2023-08-01,2023-08-02,paid_social,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00001222,C001065,2023-09-11,2023-09-12,2023-09-16,organic_search,,0.0,72.97,0.0,5.84,78.81,delivered,True
O00001223,C001066,2023-07-30,2023-07-31,2023-08-04,paid_social,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00001224,C001066,2023-09-23,2023-09-24,2023-09-27,email,,0.0,53.98,0.0,4.32,58.3,delivered,False
O00001225,C001066,2023-12-15,2023-12-16,2023-12-19,organic_search,,0.0,191.94,0.0,15.36,207.3,delivered,False
O00001226,C001066,2024-03-24,2024-03-25,2024-03-26,email,,0.0,22.99,5.99,1.84,30.82,delivered,False
O00001227,C001067,2024-06-14,2024-06-15,2024-06-17,organic_search,LOYAL15,0.15,158.88,0.0,12.71,171.59,delivered,True
O00001228,C001068,2023-11-27,2023-11-28,2023-12-03,referral,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00001229,C001068,2023-12-19,2023-12-20,2023-12-23,email,,0.0,64.97,0.0,5.2,70.17,delivered,False
O00001230,C001069,2024-03-01,2024-03-02,2024-03-03,organic_social,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00001231,C001069,2024-04-05,2024-04-06,2024-04-11,organic_search,,0.0,57.97,0.0,4.64,62.61,delivered,False
O00001232,C001072,2024-05-27,2024-05-28,2024-06-02,paid_search,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00001233,C001073,2023-05-12,2023-05-13,2023-05-16,organic_search,,0.0,115.95,0.0,9.28,125.23,delivered,True
O00001234,C001074,2024-04-01,2024-04-02,2024-04-06,organic_social,,0.0,52.97,0.0,4.24,57.21,delivered,True
O00001235,C001074,2024-05-06,2024-05-07,2024-05-09,organic_search,,0.0,22.99,5.99,1.84,30.82,delivered,False
O00001236,C001074,2024-05-14,2024-05-15,2024-05-17,email,,0.0,100.97,0.0,8.08,109.05,delivered,False
O00001237,C001074,2024-05-27,2024-05-28,2024-05-31,organic_search,,0.0,80.97,0.0,6.48,87.45,delivered,False
O00001238,C001075,2024-04-11,2024-04-12,2024-04-15,email,LOYAL15,0.2,55.98,0.0,4.48,60.46,delivered,True
O00001239,C001076,2023-08-06,2023-08-07,2023-08-12,organic_search,,0.0,104.97,0.0,8.4,113.37,delivered,True
O00001240,C001078,2023-10-09,2023-10-10,2023-10-11,organic_search,,0.0,96.97,0.0,7.76,104.73,delivered,True
O00001241,C001080,2023-09-05,2023-09-06,2023-09-09,email,,0.0,155.96,0.0,12.48,168.44,delivered,False
O00001242,C001080,2023-12-01,2023-12-02,2023-12-04,paid_search,BFCM20,0.15,96.02,0.0,7.68,103.7,delivered,False
O00001243,C001080,2023-12-31,2024-01-01,2024-01-03,paid_search,,0.0,82.97,0.0,6.64,89.61,delivered,False
O00001244,C001080,2024-01-15,2024-01-16,2024-01-19,paid_search,SUMMER15,0.1,81.87,0.0,6.55,88.42,delivered,False
O00001245,C001080,2024-03-09,2024-03-10,2024-03-12,direct,,0.0,45.98,0.0,3.68,49.66,delivered,False
O00001246,C001080,2024-03-19,2024-03-20,2024-03-24,paid_search,,0.0,90.96,0.0,7.28,98.24,delivered,False
O00001247,C001080,2024-04-17,2024-04-18,2024-04-23,organic_search,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00001248,C001080,2024-05-02,2024-05-03,2024-05-05,paid_social,SUMMER15,0.15,32.28,5.99,2.58,40.85,delivered,False
O00001249,C001080,2024-05-11,2024-05-12,2024-05-16,organic_social,,0.0,100.97,0.0,8.08,109.05,delivered,False
O00001250,C001080,2024-05-18,2024-05-19,2024-05-24,email,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00001251,C001081,2023-06-30,2023-07-01,2023-07-03,organic_search,,0.0,26.99,5.99,2.16,35.14,delivered,True
O00001252,C001081,2023-07-24,2023-07-25,2023-07-29,direct,WELCOME10,0.2,47.97,0.0,3.84,51.81,delivered,False
O00001253,C001081,2023-08-01,2023-08-02,2023-08-04,direct,,0.0,68.97,0.0,5.52,74.49,delivered,False
O00001254,C001081,2023-08-02,2023-08-03,2023-08-05,paid_social,,0.0,80.97,0.0,6.48,87.45,delivered,False
O00001255,C001083,2023-07-05,2023-07-06,2023-07-11,paid_social,SUMMER15,0.2,15.19,5.99,1.22,22.4,delivered,False
O00001256,C001083,2023-08-04,2023-08-05,2023-08-07,organic_social,,0.0,53.98,0.0,4.32,58.3,delivered,False
O00001257,C001085,2023-11-27,2023-11-28,2023-11-30,email,,0.0,41.98,5.99,3.36,51.33,delivered,True
O00001258,C001086,2023-05-21,2023-05-22,2023-05-24,paid_social,,0.0,110.95,0.0,8.88,119.83,delivered,True
O00001259,C001087,2023-07-25,2023-07-26,2023-07-31,paid_social,,0.0,65.98,0.0,5.28,71.26,delivered,True
O00001260,C001087,2023-10-11,2023-10-12,2023-10-15,email,,0.0,22.99,5.99,1.84,30.82,delivered,False
O00001261,C001087,2023-10-30,2023-10-31,2023-11-03,organic_search,WELCOME10,0.1,39.58,5.99,3.17,48.74,delivered,False
O00001262,C001088,2024-04-28,2024-04-29,2024-05-02,referral,WELCOME10,0.1,35.09,5.99,2.81,43.89,delivered,True
O00001263,C001089,2024-01-18,2024-01-19,2024-01-22,organic_search,SUMMER15,0.2,18.39,5.99,1.47,25.85,delivered,True
O00001264,C001091,2023-08-22,2023-08-23,2023-08-28,paid_search,,0.0,26.99,5.99,2.16,35.14,delivered,True
O00001265,C001093,2023-11-02,2023-11-03,2023-11-04,organic_search,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00001266,C001094,2024-05-11,2024-05-12,2024-05-16,email,,0.0,64.97,0.0,5.2,70.17,delivered,True
O00001267,C001094,2024-05-25,2024-05-26,2024-05-28,paid_search,,0.0,22.99,5.99,1.84,30.82,delivered,False
O00001268,C001095,2023-04-27,2023-04-28,2023-05-02,organic_social,,0.0,53.97,0.0,4.32,58.29,delivered,True
O00001269,C001097,2023-08-20,2023-08-21,2023-08-26,email,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00001270,C001097,2023-09-08,2023-09-09,2023-09-10,paid_search,,0.0,79.96,0.0,6.4,86.36,delivered,False
O00001271,C001098,2023-11-30,2023-12-01,2023-12-05,paid_search,,0.0,53.98,0.0,4.32,58.3,delivered,True
O00001272,C001099,2023-03-19,2023-03-20,2023-03-22,paid_search,BFCM20,0.15,81.56,0.0,6.52,88.08,delivered,True
O00001273,C001100,2023-02-18,2023-02-19,2023-02-23,paid_social,,0.0,80.97,0.0,6.48,87.45,delivered,True
O00001274,C001101,2023-10-27,2023-10-28,2023-10-30,referral,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00001275,C001101,2023-11-08,2023-11-09,2023-11-14,paid_social,SUMMER15,0.15,88.36,0.0,7.07,95.43,delivered,False
O00001276,C001101,2023-11-20,2023-11-21,2023-11-23,organic_search,,0.0,78.95,0.0,6.32,85.27,delivered,False
O00001277,C001101,2023-11-29,2023-11-30,2023-12-05,email,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00001278,C001101,2023-11-30,2023-12-01,2023-12-02,direct,,0.0,96.97,0.0,7.76,104.73,delivered,False
O00001279,C001101,2024-01-14,2024-01-15,2024-01-18,direct,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00001280,C001101,2024-05-12,2024-05-13,2024-05-14,organic_social,,0.0,45.98,0.0,3.68,49.66,delivered,False
O00001281,C001105,2024-05-20,2024-05-21,2024-05-23,email,,0.0,129.96,0.0,10.4,140.36,delivered,True
O00001282,C001106,2023-03-11,2023-03-12,2023-03-17,paid_social,,0.2,17.59,5.99,1.41,24.99,delivered,True
O00001283,C001107,2023-08-20,2023-08-21,2023-08-25,organic_search,,0.0,116.97,0.0,9.36,126.33,delivered,True
O00001284,C001107,2024-01-13,2024-01-14,2024-01-17,organic_search,,0.0,26.99,5.99,2.16,35.14,delivered,False
O00001285,C001107,2024-03-02,2024-03-03,2024-03-04,email,,0.0,38.99,5.99,3.12,48.1,delivered,False
