spend_id,date,platform,campaign_id,campaign_name,impressions,clicks,ctr,spend,conversions,conversion_value,roas
AD00000885,2023-05-07,google_ads,GS003,Competitor Conquesting,314,17,0.0541,37.83,0,0.0,0.0
AD00000886,2023-05-07,meta_ads,FB001,Prospecting — Interest,2633,52,0.0199,38.35,1,35.28,0.92
AD00000887,2023-05-07,meta_ads,FB002,Retargeting — Site Visitors,1407,31,0.0225,21.94,0,0.0,0.0
AD00000888,2023-05-07,meta_ads,FB003,LAL — Top Customers,2814,56,0.02,40.53,1,43.12,1.06
AD00000889,2023-05-07,meta_ads,IG001,Instagram — Story Ads,1514,34,0.023,22.53,0,0.0,0.0
AD00000890,2023-05-08,google_ads,GS001,Brand Keywords,527,16,0.0304,24.37,0,0.0,0.0
AD00000891,2023-05-08,google_ads,GS002,Coffee Subscription,157,9,0.0573,19.47,0,0.0,0.0
AD00000892,2023-05-08,google_ads,GS003,Competitor Conquesting,858,37,0.0431,32.2,2,82.17,2.55
AD00000893,2023-05-08,meta_ads,FB001,Prospecting — Interest,1028,13,0.0131,18.7,0,0.0,0.0
AD00000894,2023-05-08,meta_ads,FB002,Retargeting — Site Visitors,1784,24,0.0136,29.58,0,0.0,0.0
AD00000895,2023-05-08,meta_ads,FB003,LAL — Top Customers,1783,23,0.0132,35.43,0,0.0,0.0
AD00000896,2023-05-08,meta_ads,IG001,Instagram — Story Ads,998,12,0.0124,19.2,0,0.0,0.0
AD00000897,2023-05-09,google_ads,GS001,Brand Keywords,417,18,0.0432,28.39,1,54.97,1.94
AD00000898,2023-05-09,google_ads,GS002,Coffee Subscription,441,23,0.0522,34.85,1,29.93,0.86
AD00000899,2023-05-09,google_ads,GS003,Competitor Conquesting,542,19,0.0351,21.05,1,43.69,2.08
AD00000900,2023-05-09,meta_ads,FB001,Prospecting — Interest,3066,42,0.0139,27.02,0,0.0,0.0
AD00000901,2023-05-09,meta_ads,FB002,Retargeting — Site Visitors,2354,41,0.0178,30.58,0,0.0,0.0
AD00000902,2023-05-09,meta_ads,FB003,LAL — Top Customers,1475,31,0.0216,27.97,1,52.7,1.88
AD00000903,2023-05-09,meta_ads,IG001,Instagram — Story Ads,2180,47,0.022,37.63,1,37.35,0.99
AD00000904,2023-05-10,google_ads,GS001,Brand Keywords,698,26,0.0372,20.44,2,66.91,3.27
AD00000905,2023-05-10,google_ads,GS002,Coffee Subscription,186,9,0.0484,19.59,0,0.0,0.0
AD00000906,2023-05-10,google_ads,GS003,Competitor Conquesting,637,35,0.0549,35.01,1,43.03,1.23
AD00000907,2023-05-10,meta_ads,FB001,Prospecting — Interest,3488,69,0.02,29.37,1,52.65,1.79
AD00000908,2023-05-10,meta_ads,FB002,Retargeting — Site Visitors,1642,36,0.022,19.37,1,51.56,2.66
AD00000909,2023-05-10,meta_ads,FB003,LAL — Top Customers,3993,71,0.0179,37.26,2,107.86,2.89
AD00000910,2023-05-10,meta_ads,IG001,Instagram — Story Ads,3942,92,0.0235,36.35,2,97.26,2.68
AD00000911,2023-05-11,google_ads,GS001,Brand Keywords,1307,48,0.0367,37.67,3,161.61,4.29
AD00000912,2023-05-11,google_ads,GS002,Coffee Subscription,489,21,0.0429,24.52,1,38.28,1.56
AD00000913,2023-05-11,google_ads,GS003,Competitor Conquesting,275,12,0.0436,22.14,0,0.0,0.0
AD00000914,2023-05-11,meta_ads,FB001,Prospecting — Interest,1990,18,0.0091,19.77,0,0.0,0.0
AD00000915,2023-05-11,meta_ads,FB002,Retargeting — Site Visitors,1619,33,0.0206,24.13,0,0.0,0.0
AD00000916,2023-05-11,meta_ads,FB003,LAL — Top Customers,3413,38,0.0114,32.63,0,0.0,0.0
AD00000917,2023-05-11,meta_ads,IG001,Instagram — Story Ads,947,21,0.0223,19.1,0,0.0,0.0
AD00000918,2023-05-12,google_ads,GS001,Brand Keywords,667,29,0.0435,35.95,0,0.0,0.0
AD00000919,2023-05-12,google_ads,GS002,Coffee Subscription,495,23,0.0465,39.01,1,36.45,0.93
AD00000920,2023-05-12,google_ads,GS003,Competitor Conquesting,552,33,0.0598,39.41,1,48.53,1.23
AD00000921,2023-05-12,meta_ads,FB001,Prospecting — Interest,2073,41,0.0202,38.96,1,35.31,0.91
AD00000922,2023-05-12,meta_ads,FB002,Retargeting — Site Visitors,2232,20,0.0091,29.58,0,0.0,0.0
AD00000923,2023-05-12,meta_ads,FB003,LAL — Top Customers,1566,16,0.0105,23.24,0,0.0,0.0
AD00000924,2023-05-12,meta_ads,IG001,Instagram — Story Ads,1631,22,0.014,24.56,0,0.0,0.0
AD00000925,2023-05-13,google_ads,GS001,Brand Keywords,1023,49,0.0479,29.28,2,89.92,3.07
AD00000926,2023-05-13,google_ads,GS002,Coffee Subscription,375,16,0.0427,28.15,1,51.32,1.82
AD00000927,2023-05-13,google_ads,GS003,Competitor Conquesting,481,18,0.0374,38.25,1,47.03,1.23
AD00000928,2023-05-13,meta_ads,FB001,Prospecting — Interest,1936,18,0.0094,31.65,0,0.0,0.0
AD00000929,2023-05-13,meta_ads,FB002,Retargeting — Site Visitors,2538,30,0.0121,25.87,0,0.0,0.0
AD00000930,2023-05-13,meta_ads,FB003,LAL — Top Customers,2387,24,0.0101,34.02,0,0.0,0.0
AD00000931,2023-05-13,meta_ads,IG001,Instagram — Story Ads,1167,20,0.0174,22.0,0,0.0,0.0
AD00000932,2023-05-14,google_ads,GS001,Brand Keywords,898,48,0.0535,40.85,2,66.39,1.63
AD00000933,2023-05-14,google_ads,GS002,Coffee Subscription,253,15,0.0593,25.83,0,0.0,0.0
AD00000934,2023-05-14,google_ads,GS003,Competitor Conquesting,697,39,0.056,38.46,2,59.79,1.55
AD00000935,2023-05-14,meta_ads,FB001,Prospecting — Interest,2290,54,0.0238,41.81,1,30.53,0.73
AD00000936,2023-05-14,meta_ads,FB002,Retargeting — Site Visitors,1137,25,0.0221,23.28,0,0.0,0.0
AD00000937,2023-05-14,meta_ads,FB003,LAL — Top Customers,2615,59,0.0226,31.25,1,33.12,1.06
AD00000938,2023-05-14,meta_ads,IG001,Instagram — Story Ads,1561,34,0.0223,24.45,1,39.94,1.63
AD00000939,2023-05-15,google_ads,GS001,Brand Keywords,1128,45,0.0399,34.46,2,75.41,2.19
AD00000940,2023-05-15,google_ads,GS002,Coffee Subscription,412,14,0.034,21.99,0,0.0,0.0
AD00000941,2023-05-15,google_ads,GS003,Competitor Conquesting,599,24,0.0401,27.55,1,39.51,1.43
AD00000942,2023-05-15,meta_ads,FB001,Prospecting — Interest,1239,28,0.0227,23.82,0,0.0,0.0
AD00000943,2023-05-15,meta_ads,FB002,Retargeting — Site Visitors,2282,42,0.0186,33.9,1,38.47,1.13
AD00000944,2023-05-15,meta_ads,FB003,LAL — Top Customers,1297,14,0.0115,20.28,0,0.0,0.0
AD00000945,2023-05-15,meta_ads,IG001,Instagram — Story Ads,2741,46,0.0171,33.04,1,43.48,1.32
AD00000946,2023-05-16,google_ads,GS001,Brand Keywords,217,11,0.0507,19.45,0,0.0,0.0
AD00000947,2023-05-16,google_ads,GS002,Coffee Subscription,954,30,0.0314,36.12,2,73.12,2.02
AD00000948,2023-05-16,google_ads,GS003,Competitor Conquesting,577,21,0.0364,27.78,1,54.36,1.96
AD00000949,2023-05-16,meta_ads,FB001,Prospecting — Interest,1826,16,0.0093,30.7,0,0.0,0.0
AD00000950,2023-05-16,meta_ads,FB002,Retargeting — Site Visitors,1215,13,0.0107,25.95,0,0.0,0.0
AD00000951,2023-05-16,meta_ads,FB003,LAL — Top Customers,1668,23,0.0143,29.05,0,0.0,0.0
AD00000952,2023-05-16,meta_ads,IG001,Instagram — Story Ads,1991,48,0.0244,37.93,1,38.56,1.02
AD00000953,2023-05-17,google_ads,GS001,Brand Keywords,395,19,0.0481,21.47,1,40.97,1.91
AD00000954,2023-05-17,google_ads,GS002,Coffee Subscription,493,17,0.0345,23.55,1,49.49,2.1
AD00000955,2023-05-17,google_ads,GS003,Competitor Conquesting,575,21,0.0365,29.64,1,51.76,1.75
AD00000956,2023-05-17,meta_ads,FB001,Prospecting — Interest,1473,15,0.0104,25.39,0,0.0,0.0
AD00000957,2023-05-17,meta_ads,FB002,Retargeting — Site Visitors,2184,20,0.0095,25.38,0,0.0,0.0
AD00000958,2023-05-17,meta_ads,FB003,LAL — Top Customers,1942,47,0.0246,33.59,1,49.8,1.48
AD00000959,2023-05-17,meta_ads,IG001,Instagram — Story Ads,3435,77,0.0225,29.82,1,38.59,1.29
AD00000960,2023-05-18,google_ads,GS001,Brand Keywords,592,21,0.0355,34.5,1,51.87,1.5
AD00000961,2023-05-18,google_ads,GS002,Coffee Subscription,295,13,0.0441,25.18,0,0.0,0.0
AD00000962,2023-05-18,google_ads,GS003,Competitor Conquesting,441,19,0.0431,34.36,1,37.35,1.09
AD00000963,2023-05-18,meta_ads,FB001,Prospecting — Interest,2509,32,0.0128,34.16,0,0.0,0.0
AD00000964,2023-05-18,meta_ads,FB002,Retargeting — Site Visitors,1894,19,0.0105,28.15,0,0.0,0.0
AD00000965,2023-05-18,meta_ads,FB003,LAL — Top Customers,2420,60,0.0248,30.62,1,28.57,0.93
AD00000966,2023-05-18,meta_ads,IG001,Instagram — Story Ads,2587,31,0.012,36.2,0,0.0,0.0
AD00000967,2023-05-19,google_ads,GS001,Brand Keywords,1041,33,0.0317,28.18,2,105.91,3.76
AD00000968,2023-05-19,google_ads,GS002,Coffee Subscription,1165,64,0.0549,40.12,2,68.54,1.71
AD00000969,2023-05-19,google_ads,GS003,Competitor Conquesting,719,43,0.0598,27.89,2,92.51,3.32
AD00000970,2023-05-19,meta_ads,FB001,Prospecting — Interest,1652,35,0.0212,35.85,1,29.96,0.84
AD00000971,2023-05-19,meta_ads,FB002,Retargeting — Site Visitors,3027,48,0.016,33.55,1,28.84,0.86
AD00000972,2023-05-19,meta_ads,FB003,LAL — Top Customers,4054,59,0.0148,39.45,1,42.06,1.07
AD00000973,2023-05-19,meta_ads,IG001,Instagram — Story Ads,2461,48,0.0196,20.68,1,39.25,1.9
AD00000974,2023-05-20,google_ads,GS001,Brand Keywords,539,28,0.0519,37.96,1,47.18,1.24
AD00000975,2023-05-20,google_ads,GS002,Coffee Subscription,344,14,0.0407,22.76,0,0.0,0.0
AD00000976,2023-05-20,google_ads,GS003,Competitor Conquesting,1024,45,0.0439,29.22,3,135.59,4.64
AD00000977,2023-05-20,meta_ads,FB001,Prospecting — Interest,1528,20,0.0133,31.8,0,0.0,0.0
AD00000978,2023-05-20,meta_ads,FB002,Retargeting — Site Visitors,3221,73,0.0229,29.12,2,103.34,3.55
AD00000979,2023-05-20,meta_ads,FB003,LAL — Top Customers,2601,60,0.0234,42.53,1,32.05,0.75
AD00000980,2023-05-20,meta_ads,IG001,Instagram — Story Ads,1119,23,0.0206,24.49,0,0.0,0.0
AD00000981,2023-05-21,google_ads,GS001,Brand Keywords,568,20,0.0352,34.11,1,53.89,1.58
AD00000982,2023-05-21,google_ads,GS002,Coffee Subscription,286,13,0.0455,27.88,0,0.0,0.0
AD00000983,2023-05-21,google_ads,GS003,Competitor Conquesting,531,19,0.0358,30.68,0,0.0,0.0
AD00000984,2023-05-21,meta_ads,FB001,Prospecting — Interest,1673,34,0.0206,28.81,1,29.75,1.03
AD00000985,2023-05-21,meta_ads,FB002,Retargeting — Site Visitors,2437,42,0.0176,31.62,1,48.78,1.54
AD00000986,2023-05-21,meta_ads,FB003,LAL — Top Customers,2469,28,0.0117,39.76,0,0.0,0.0
AD00000987,2023-05-21,meta_ads,IG001,Instagram — Story Ads,2480,20,0.0083,41.85,0,0.0,0.0
AD00000988,2023-05-22,google_ads,GS001,Brand Keywords,1396,44,0.0315,29.68,2,80.79,2.72
AD00000989,2023-05-22,google_ads,GS002,Coffee Subscription,1288,42,0.0326,32.09,2,70.45,2.2
AD00000990,2023-05-22,google_ads,GS003,Competitor Conquesting,863,31,0.0359,36.69,2,56.45,1.54
AD00000991,2023-05-22,meta_ads,FB001,Prospecting — Interest,1533,16,0.0107,25.4,0,0.0,0.0
AD00000992,2023-05-22,meta_ads,FB002,Retargeting — Site Visitors,3182,58,0.0183,27.59,1,36.97,1.34
AD00000993,2023-05-22,meta_ads,FB003,LAL — Top Customers,1745,20,0.0119,33.74,0,0.0,0.0
AD00000994,2023-05-22,meta_ads,IG001,Instagram — Story Ads,2951,43,0.0148,23.94,0,0.0,0.0
AD00000995,2023-05-23,google_ads,GS001,Brand Keywords,429,15,0.035,27.76,0,0.0,0.0
AD00000996,2023-05-23,google_ads,GS002,Coffee Subscription,383,15,0.0392,33.14,0,0.0,0.0
AD00000997,2023-05-23,google_ads,GS003,Competitor Conquesting,484,22,0.0455,23.24,1,34.62,1.49
AD00000998,2023-05-23,meta_ads,FB001,Prospecting — Interest,1181,27,0.0231,25.67,0,0.0,0.0
AD00000999,2023-05-23,meta_ads,FB002,Retargeting — Site Visitors,2082,40,0.0196,32.67,0,0.0,0.0
AD00001000,2023-05-23,meta_ads,FB003,LAL — Top Customers,1766,22,0.0128,20.91,0,0.0,0.0
AD00001001,2023-05-23,meta_ads,IG001,Instagram — Story Ads,2796,32,0.0118,35.49,0,0.0,0.0
AD00001002,2023-05-24,google_ads,GS001,Brand Keywords,1291,50,0.0387,35.66,1,41.41,1.16
AD00001003,2023-05-24,google_ads,GS002,Coffee Subscription,463,24,0.0518,32.4,1,48.06,1.48
AD00001004,2023-05-24,google_ads,GS003,Competitor Conquesting,276,12,0.0435,22.33,0,0.0,0.0
AD00001005,2023-05-24,meta_ads,FB001,Prospecting — Interest,1578,23,0.0149,27.3,0,0.0,0.0
AD00001006,2023-05-24,meta_ads,FB002,Retargeting — Site Visitors,2896,67,0.0233,37.65,1,49.18,1.31
AD00001007,2023-05-24,meta_ads,FB003,LAL — Top Customers,1617,38,0.0237,26.44,1,37.96,1.44
AD00001008,2023-05-24,meta_ads,IG001,Instagram — Story Ads,1816,24,0.0136,29.22,0,0.0,0.0
AD00001009,2023-05-25,google_ads,GS001,Brand Keywords,482,24,0.0498,31.87,1,36.26,1.14
AD00001010,2023-05-25,google_ads,GS002,Coffee Subscription,200,9,0.045,20.1,0,0.0,0.0
AD00001011,2023-05-25,google_ads,GS003,Competitor Conquesting,511,16,0.0313,36.54,0,0.0,0.0
AD00001012,2023-05-25,meta_ads,FB001,Prospecting — Interest,1665,22,0.0136,33.75,0,0.0,0.0
AD00001013,2023-05-25,meta_ads,FB002,Retargeting — Site Visitors,1844,16,0.0087,26.58,0,0.0,0.0
AD00001014,2023-05-25,meta_ads,FB003,LAL — Top Customers,1602,26,0.0164,24.76,1,54.3,2.19
AD00001015,2023-05-25,meta_ads,IG001,Instagram — Story Ads,1977,19,0.0101,34.01,0,0.0,0.0
AD00001016,2023-05-26,google_ads,GS001,Brand Keywords,874,28,0.032,32.61,1,49.68,1.52
AD00001017,2023-05-26,google_ads,GS002,Coffee Subscription,664,33,0.0497,33.1,1,45.68,1.38
AD00001018,2023-05-26,google_ads,GS003,Competitor Conquesting,1026,40,0.039,29.88,1,54.12,1.81
AD00001019,2023-05-26,meta_ads,FB001,Prospecting — Interest,1941,23,0.0119,39.52,0,0.0,0.0
AD00001020,2023-05-26,meta_ads,FB002,Retargeting — Site Visitors,3451,43,0.0127,34.96,1,50.9,1.46
AD00001021,2023-05-26,meta_ads,FB003,LAL — Top Customers,4003,90,0.0225,34.27,2,66.97,1.95
AD00001022,2023-05-26,meta_ads,IG001,Instagram — Story Ads,1248,12,0.0097,20.63,0,0.0,0.0
AD00001023,2023-05-27,google_ads,GS001,Brand Keywords,430,25,0.0581,38.48,1,38.13,0.99
AD00001024,2023-05-27,google_ads,GS002,Coffee Subscription,1577,52,0.033,42.48,3,94.69,2.23
AD00001025,2023-05-27,google_ads,GS003,Competitor Conquesting,947,31,0.0327,30.9,1,36.87,1.19
AD00001026,2023-05-27,meta_ads,FB001,Prospecting — Interest,3694,51,0.014,39.64,1,35.49,0.9
AD00001027,2023-05-27,meta_ads,FB002,Retargeting — Site Visitors,2544,23,0.0091,28.45,0,0.0,0.0
AD00001028,2023-05-27,meta_ads,FB003,LAL — Top Customers,1722,22,0.013,37.48,0,0.0,0.0
AD00001029,2023-05-27,meta_ads,IG001,Instagram — Story Ads,3529,84,0.0239,41.47,2,62.81,1.51
AD00001030,2023-05-28,google_ads,GS001,Brand Keywords,408,24,0.0588,40.8,1,30.11,0.74
AD00001031,2023-05-28,google_ads,GS002,Coffee Subscription,237,14,0.0591,23.87,0,0.0,0.0
AD00001032,2023-05-28,google_ads,GS003,Competitor Conquesting,1038,47,0.0453,30.22,1,51.21,1.69
AD00001033,2023-05-28,meta_ads,FB001,Prospecting — Interest,1262,26,0.0208,27.3,0,0.0,0.0
AD00001034,2023-05-28,meta_ads,FB002,Retargeting — Site Visitors,2029,36,0.0179,36.84,0,0.0,0.0
AD00001035,2023-05-28,meta_ads,FB003,LAL — Top Customers,1353,25,0.0186,24.15,0,0.0,0.0
AD00001036,2023-05-28,meta_ads,IG001,Instagram — Story Ads,2351,27,0.0115,38.99,1,28.06,0.72
AD00001037,2023-05-29,google_ads,GS001,Brand Keywords,701,24,0.0342,28.73,1,42.56,1.48
AD00001038,2023-05-29,google_ads,GS002,Coffee Subscription,404,16,0.0396,34.76,1,40.86,1.18
AD00001039,2023-05-29,google_ads,GS003,Competitor Conquesting,314,14,0.0446,22.59,0,0.0,0.0
AD00001040,2023-05-29,meta_ads,FB001,Prospecting — Interest,2797,42,0.0151,26.02,1,44.85,1.72
AD00001041,2023-05-29,meta_ads,FB002,Retargeting — Site Visitors,1589,38,0.0241,29.8,1,54.66,1.83
AD00001042,2023-05-29,meta_ads,FB003,LAL — Top Customers,2001,47,0.0238,34.4,1,28.74,0.84
AD00001043,2023-05-29,meta_ads,IG001,Instagram — Story Ads,2695,39,0.0148,31.94,0,0.0,0.0
AD00001044,2023-05-30,google_ads,GS001,Brand Keywords,209,10,0.0478,20.53,0,0.0,0.0
AD00001045,2023-05-30,google_ads,GS002,Coffee Subscription,715,26,0.0364,23.22,1,31.03,1.34
AD00001046,2023-05-30,google_ads,GS003,Competitor Conquesting,384,13,0.0339,22.79,0,0.0,0.0
AD00001047,2023-05-30,meta_ads,FB001,Prospecting — Interest,1182,13,0.0118,20.96,0,0.0,0.0
AD00001048,2023-05-30,meta_ads,FB002,Retargeting — Site Visitors,1843,24,0.0134,28.63,0,0.0,0.0
AD00001049,2023-05-30,meta_ads,FB003,LAL — Top Customers,916,10,0.011,19.39,0,0.0,0.0
AD00001050,2023-05-30,meta_ads,IG001,Instagram — Story Ads,1473,26,0.0177,22.36,1,44.55,1.99
AD00001051,2023-05-31,google_ads,GS001,Brand Keywords,386,13,0.0337,27.85,0,0.0,0.0
AD00001052,2023-05-31,google_ads,GS002,Coffee Subscription,325,12,0.0369,25.01,0,0.0,0.0
AD00001053,2023-05-31,google_ads,GS003,Competitor Conquesting,203,9,0.0443,19.84,0,0.0,0.0
AD00001054,2023-05-31,meta_ads,FB001,Prospecting — Interest,3271,30,0.0092,29.08,1,36.13,1.24
AD00001055,2023-05-31,meta_ads,FB002,Retargeting — Site Visitors,1165,26,0.0224,18.74,0,0.0,0.0
AD00001056,2023-05-31,meta_ads,FB003,LAL — Top Customers,995,10,0.011,19.45,0,0.0,0.0
AD00001057,2023-05-31,meta_ads,IG001,Instagram — Story Ads,1260,25,0.0199,25.08,0,0.0,0.0
AD00001058,2023-06-01,google_ads,GS001,Brand Keywords,551,23,0.0417,25.11,1,36.09,1.44
AD00001059,2023-06-01,google_ads,GS002,Coffee Subscription,402,24,0.0597,27.87,1,31.08,1.12
AD00001060,2023-06-01,google_ads,GS003,Competitor Conquesting,1232,66,0.0536,37.45,2,94.5,2.52
AD00001061,2023-06-01,meta_ads,FB001,Prospecting — Interest,2364,32,0.0136,34.1,0,0.0,0.0
AD00001062,2023-06-01,meta_ads,FB002,Retargeting — Site Visitors,2301,54,0.0235,34.24,1,49.18,1.44
AD00001063,2023-06-01,meta_ads,FB003,LAL — Top Customers,3231,38,0.0118,32.64,1,40.32,1.24
AD00001064,2023-06-01,meta_ads,IG001,Instagram — Story Ads,1121,25,0.0224,19.53,0,0.0,0.0
AD00001065,2023-06-02,google_ads,GS001,Brand Keywords,320,10,0.0312,19.31,0,0.0,0.0
AD00001066,2023-06-02,google_ads,GS002,Coffee Subscription,285,17,0.0596,31.04,1,33.86,1.09
AD00001067,2023-06-02,google_ads,GS003,Competitor Conquesting,569,27,0.0475,28.27,1,35.68,1.26
AD00001068,2023-06-02,meta_ads,FB001,Prospecting — Interest,1472,34,0.0235,21.09,1,40.73,1.93
AD00001069,2023-06-02,meta_ads,FB002,Retargeting — Site Visitors,2442,28,0.0115,27.48,0,0.0,0.0
AD00001070,2023-06-02,meta_ads,FB003,LAL — Top Customers,1220,13,0.011,19.29,0,0.0,0.0
AD00001071,2023-06-02,meta_ads,IG001,Instagram — Story Ads,2165,35,0.0162,30.01,0,0.0,0.0
AD00001072,2023-06-03,google_ads,GS001,Brand Keywords,816,26,0.0319,38.67,1,51.35,1.33
AD00001073,2023-06-03,google_ads,GS002,Coffee Subscription,1587,60,0.0378,41.32,2,102.78,2.49
AD00001074,2023-06-03,google_ads,GS003,Competitor Conquesting,366,14,0.0383,22.73,0,0.0,0.0
AD00001075,2023-06-03,meta_ads,FB001,Prospecting — Interest,2018,45,0.0226,29.07,1,42.13,1.45
AD00001076,2023-06-03,meta_ads,FB002,Retargeting — Site Visitors,1376,21,0.0153,21.6,0,0.0,0.0
AD00001077,2023-06-03,meta_ads,FB003,LAL — Top Customers,1290,20,0.0158,26.88,0,0.0,0.0
AD00001078,2023-06-03,meta_ads,IG001,Instagram — Story Ads,2719,47,0.0173,33.02,0,0.0,0.0
AD00001079,2023-06-04,google_ads,GS001,Brand Keywords,340,12,0.0353,22.26,0,0.0,0.0
AD00001080,2023-06-04,google_ads,GS002,Coffee Subscription,464,14,0.0302,22.45,0,0.0,0.0
AD00001081,2023-06-04,google_ads,GS003,Competitor Conquesting,1439,46,0.032,41.27,1,51.34,1.24
AD00001082,2023-06-04,meta_ads,FB001,Prospecting — Interest,2307,28,0.0125,41.18,0,0.0,0.0
AD00001083,2023-06-04,meta_ads,FB002,Retargeting — Site Visitors,2182,33,0.0155,36.12,0,0.0,0.0
AD00001084,2023-06-04,meta_ads,FB003,LAL — Top Customers,4215,100,0.0238,40.64,2,102.18,2.51
AD00001085,2023-06-04,meta_ads,IG001,Instagram — Story Ads,2127,34,0.0162,35.6,0,0.0,0.0
AD00001086,2023-06-05,google_ads,GS001,Brand Keywords,302,11,0.0364,18.96,0,0.0,0.0
AD00001087,2023-06-05,google_ads,GS002,Coffee Subscription,219,11,0.0502,21.17,0,0.0,0.0
AD00001088,2023-06-05,google_ads,GS003,Competitor Conquesting,703,34,0.0484,30.01,2,76.51,2.55
AD00001089,2023-06-05,meta_ads,FB001,Prospecting — Interest,1616,20,0.0128,28.76,0,0.0,0.0
AD00001090,2023-06-05,meta_ads,FB002,Retargeting — Site Visitors,1079,21,0.02,19.04,0,0.0,0.0
AD00001091,2023-06-05,meta_ads,FB003,LAL — Top Customers,1071,16,0.0156,22.99,0,0.0,0.0
AD00001092,2023-06-05,meta_ads,IG001,Instagram — Story Ads,1441,13,0.0092,24.21,0,0.0,0.0
AD00001093,2023-06-06,google_ads,GS001,Brand Keywords,400,23,0.0575,36.36,1,31.37,0.86
AD00001094,2023-06-06,google_ads,GS002,Coffee Subscription,215,10,0.0465,19.17,0,0.0,0.0
AD00001095,2023-06-06,google_ads,GS003,Competitor Conquesting,607,29,0.0478,20.66,1,54.9,2.66
AD00001096,2023-06-06,meta_ads,FB001,Prospecting — Interest,1790,39,0.0219,33.14,0,0.0,0.0
AD00001097,2023-06-06,meta_ads,FB002,Retargeting — Site Visitors,1903,34,0.0183,31.3,0,0.0,0.0
AD00001098,2023-06-06,meta_ads,FB003,LAL — Top Customers,1510,34,0.0228,20.73,0,0.0,0.0
AD00001099,2023-06-06,meta_ads,IG001,Instagram — Story Ads,1927,40,0.0212,31.04,1,44.94,1.45
AD00001100,2023-06-07,google_ads,GS001,Brand Keywords,503,17,0.0338,31.13,0,0.0,0.0
AD00001101,2023-06-07,google_ads,GS002,Coffee Subscription,433,26,0.06,37.2,1,47.73,1.28
AD00001102,2023-06-07,google_ads,GS003,Competitor Conquesting,332,19,0.0572,19.33,1,36.8,1.9
AD00001103,2023-06-07,meta_ads,FB001,Prospecting — Interest,1568,25,0.016,27.94,0,0.0,0.0
AD00001104,2023-06-07,meta_ads,FB002,Retargeting — Site Visitors,1839,34,0.0188,30.52,0,0.0,0.0
AD00001105,2023-06-07,meta_ads,FB003,LAL — Top Customers,1612,25,0.0159,18.13,0,0.0,0.0
AD00001106,2023-06-07,meta_ads,IG001,Instagram — Story Ads,2189,37,0.017,33.34,0,0.0,0.0
AD00001107,2023-06-08,google_ads,GS001,Brand Keywords,401,17,0.0424,32.67,1,46.14,1.41
AD00001108,2023-06-08,google_ads,GS002,Coffee Subscription,948,35,0.0369,28.22,2,68.16,2.42
AD00001109,2023-06-08,google_ads,GS003,Competitor Conquesting,779,33,0.0424,22.5,1,43.42,1.93
AD00001110,2023-06-08,meta_ads,FB001,Prospecting — Interest,3161,55,0.0177,31.55,2,87.91,2.79
AD00001111,2023-06-08,meta_ads,FB002,Retargeting — Site Visitors,2632,35,0.0136,26.75,0,0.0,0.0
AD00001112,2023-06-08,meta_ads,FB003,LAL — Top Customers,1460,35,0.024,29.54,1,52.77,1.79
AD00001113,2023-06-08,meta_ads,IG001,Instagram — Story Ads,1164,18,0.0157,20.8,0,0.0,0.0
AD00001114,2023-06-09,google_ads,GS001,Brand Keywords,284,12,0.0423,25.95,0,0.0,0.0
AD00001115,2023-06-09,google_ads,GS002,Coffee Subscription,496,23,0.0464,27.43,0,0.0,0.0
AD00001116,2023-06-09,google_ads,GS003,Competitor Conquesting,364,20,0.0549,34.33,1,43.29,1.26
AD00001117,2023-06-09,meta_ads,FB001,Prospecting — Interest,1237,13,0.0108,20.16,0,0.0,0.0
AD00001118,2023-06-09,meta_ads,FB002,Retargeting — Site Visitors,1663,14,0.0088,20.73,0,0.0,0.0
AD00001119,2023-06-09,meta_ads,FB003,LAL — Top Customers,2264,30,0.0134,34.89,1,44.08,1.26
AD00001120,2023-06-09,meta_ads,IG001,Instagram — Story Ads,2082,49,0.0239,20.18,1,47.71,2.36
AD00001121,2023-06-10,google_ads,GS001,Brand Keywords,908,45,0.0496,36.36,1,35.32,0.97
AD00001122,2023-06-10,google_ads,GS002,Coffee Subscription,990,44,0.0444,34.96,2,97.58,2.79
AD00001123,2023-06-10,google_ads,GS003,Competitor Conquesting,670,36,0.0537,20.96,1,34.12,1.63
AD00001124,2023-06-10,meta_ads,FB001,Prospecting — Interest,1008,25,0.0249,20.65,0,0.0,0.0
AD00001125,2023-06-10,meta_ads,FB002,Retargeting — Site Visitors,3146,54,0.0173,26.84,1,44.37,1.65
AD00001126,2023-06-10,meta_ads,FB003,LAL — Top Customers,2241,18,0.0081,33.96,0,0.0,0.0
AD00001127,2023-06-10,meta_ads,IG001,Instagram — Story Ads,1137,28,0.0248,20.89,1,43.79,2.1
AD00001128,2023-06-11,google_ads,GS001,Brand Keywords,669,32,0.0478,33.79,2,96.74,2.86
AD00001129,2023-06-11,google_ads,GS002,Coffee Subscription,677,23,0.034,29.29,1,31.2,1.07
AD00001130,2023-06-11,google_ads,GS003,Competitor Conquesting,915,45,0.0492,34.28,3,120.66,3.52
AD00001131,2023-06-11,meta_ads,FB001,Prospecting — Interest,1838,26,0.0146,25.52,1,54.65,2.14
AD00001132,2023-06-11,meta_ads,FB002,Retargeting — Site Visitors,1521,17,0.0116,30.05,0,0.0,0.0
