item_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,line_total,cogs
OI00002818,O00001675,C001438,P005,Subscription Box — 2 bags/mo,subscription,2,38.99,0.1,70.18,27.0
OI00002819,O00001676,C001439,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002820,O00001677,C001441,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00002821,O00001677,C001441,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002822,O00001678,C001441,P001,Morning Ritual Blend,whole_bean,3,18.99,0.0,56.97,19.5
OI00002823,O00001679,C001443,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.1,20.69,8.4
OI00002824,O00001680,C001446,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002825,O00001680,C001446,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,3,22.99,0.0,68.97,25.2
OI00002826,O00001680,C001446,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002827,O00001680,C001446,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002828,O00001681,C001452,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00002829,O00001682,C001454,P006,Decaf House Blend,whole_bean,2,17.99,0.15,30.58,12.4
OI00002830,O00001683,C001455,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002831,O00001684,C001456,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00002832,O00001684,C001456,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002833,O00001684,C001456,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002834,O00001684,C001456,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
OI00002835,O00001685,C001457,P005,Subscription Box — 2 bags/mo,subscription,2,38.99,0.1,70.18,27.0
OI00002836,O00001686,C001458,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002837,O00001687,C001458,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002838,O00001687,C001458,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00002839,O00001687,C001458,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002840,O00001688,C001458,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00002841,O00001688,C001458,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002842,O00001688,C001458,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002843,O00001689,C001458,P005,Subscription Box — 2 bags/mo,subscription,3,38.99,0.0,116.97,40.5
OI00002844,O00001689,C001458,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00002845,O00001690,C001459,P008,Reusable Brew Bag,equipment,2,12.99,0.15,22.08,6.4
OI00002846,O00001691,C001462,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002847,O00001692,C001463,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002848,O00001692,C001463,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002849,O00001693,C001464,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.2,36.78,16.8
OI00002850,O00001694,C001466,P008,Reusable Brew Bag,equipment,2,12.99,0.1,23.38,6.4
OI00002851,O00001694,C001466,P004,Cold Brew Starter Kit,equipment,1,34.99,0.1,31.49,12.0
OI00002852,O00001695,C001466,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.2,31.19,13.5
OI00002853,O00001695,C001466,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.2,21.59,9.8
OI00002854,O00001696,C001468,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002855,O00001697,C001469,P001,Morning Ritual Blend,whole_bean,2,18.99,0.15,32.28,13.0
OI00002856,O00001697,C001469,P004,Cold Brew Starter Kit,equipment,3,34.99,0.15,89.22,36.0
OI00002857,O00001697,C001469,P002,Dark Roast Espresso,whole_bean,3,21.99,0.15,56.07,21.6
OI00002858,O00001698,C001470,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002859,O00001698,C001470,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00002860,O00001698,C001470,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00002861,O00001698,C001470,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002862,O00001699,C001470,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002863,O00001700,C001470,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002864,O00001701,C001471,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.15,39.08,16.8
OI00002865,O00001702,C001472,P005,Subscription Box — 2 bags/mo,subscription,2,38.99,0.0,77.98,27.0
OI00002866,O00001702,C001472,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002867,O00001703,C001473,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00002868,O00001703,C001473,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00002869,O00001703,C001473,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002870,O00001704,C001474,P004,Cold Brew Starter Kit,equipment,1,34.99,0.15,29.74,12.0
OI00002871,O00001705,C001475,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002872,O00001706,C001476,P001,Morning Ritual Blend,whole_bean,1,18.99,0.15,16.14,6.5
OI00002873,O00001707,C001477,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.1,20.69,8.4
OI00002874,O00001708,C001478,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002875,O00001709,C001481,P002,Dark Roast Espresso,whole_bean,1,21.99,0.1,19.79,7.2
OI00002876,O00001709,C001481,P004,Cold Brew Starter Kit,equipment,1,34.99,0.1,31.49,12.0
OI00002877,O00001709,C001481,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.1,35.09,13.5
OI00002878,O00001710,C001483,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002879,O00001711,C001483,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00002880,O00001712,C001483,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002881,O00001712,C001483,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002882,O00001712,C001483,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002883,O00001712,C001483,P008,Reusable Brew Bag,equipment,3,12.99,0.0,38.97,9.6
OI00002884,O00001713,C001483,P004,Cold Brew Starter Kit,equipment,2,34.99,0.0,69.98,24.0
OI00002885,O00001714,C001483,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002886,O00001715,C001484,P006,Decaf House Blend,whole_bean,1,17.99,0.15,15.29,6.2
OI00002887,O00001715,C001484,P008,Reusable Brew Bag,equipment,2,12.99,0.15,22.08,6.4
OI00002888,O00001716,C001485,P008,Reusable Brew Bag,equipment,2,12.99,0.15,22.08,6.4
OI00002889,O00001717,C001486,P004,Cold Brew Starter Kit,equipment,2,34.99,0.15,59.48,24.0
OI00002890,O00001718,C001488,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002891,O00001718,C001488,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002892,O00001719,C001490,P001,Morning Ritual Blend,whole_bean,1,18.99,0.2,15.19,6.5
OI00002893,O00001719,C001490,P006,Decaf House Blend,whole_bean,1,17.99,0.2,14.39,6.2
OI00002894,O00001719,C001490,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.2,36.78,16.8
OI00002895,O00001719,C001490,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.2,43.18,19.6
OI00002896,O00001720,C001491,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002897,O00001721,C001493,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00002898,O00001721,C001493,P005,Subscription Box — 2 bags/mo,subscription,2,38.99,0.0,77.98,27.0
OI00002899,O00001722,C001494,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002900,O00001723,C001494,P001,Morning Ritual Blend,whole_bean,2,18.99,0.0,37.98,13.0
OI00002901,O00001724,C001495,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002902,O00001725,C001496,P004,Cold Brew Starter Kit,equipment,2,34.99,0.2,55.98,24.0
OI00002903,O00001725,C001496,P004,Cold Brew Starter Kit,equipment,1,34.99,0.2,27.99,12.0
OI00002904,O00001725,C001496,P004,Cold Brew Starter Kit,equipment,3,34.99,0.2,83.98,36.0
OI00002905,O00001726,C001497,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002906,O00001726,C001497,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00002907,O00001727,C001498,P005,Subscription Box — 2 bags/mo,subscription,3,38.99,0.15,99.42,40.5
OI00002908,O00001728,C001498,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002909,O00001729,C001500,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00002910,O00001729,C001500,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
OI00002911,O00001729,C001500,P001,Morning Ritual Blend,whole_bean,2,18.99,0.0,37.98,13.0
OI00002912,O00001729,C001500,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
OI00002913,O00001730,C001500,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002914,O00001731,C001500,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002915,O00001732,C001500,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00002916,O00001733,C001501,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002917,O00001734,C001502,P003,Single Origin Ethiopia,whole_bean,3,26.99,0.0,80.97,29.4
OI00002918,O00001735,C001503,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002919,O00001736,C001505,P004,Cold Brew Starter Kit,equipment,2,34.99,0.0,69.98,24.0
OI00002920,O00001737,C001506,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,3,22.99,0.0,68.97,25.2
OI00002921,O00001737,C001506,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002922,O00001738,C001507,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,3,22.99,0.0,68.97,25.2
OI00002923,O00001738,C001507,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002924,O00001739,C001508,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,3,22.99,0.0,68.97,25.2
OI00002925,O00001739,C001508,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002926,O00001739,C001508,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002927,O00001740,C001508,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002928,O00001740,C001508,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002929,O00001740,C001508,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002930,O00001740,C001508,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002931,O00001741,C001509,P002,Dark Roast Espresso,whole_bean,1,21.99,0.2,17.59,7.2
OI00002932,O00001741,C001509,P004,Cold Brew Starter Kit,equipment,1,34.99,0.2,27.99,12.0
OI00002933,O00001742,C001510,P004,Cold Brew Starter Kit,equipment,3,34.99,0.0,104.97,36.0
OI00002934,O00001743,C001510,P004,Cold Brew Starter Kit,equipment,2,34.99,0.0,69.98,24.0
OI00002935,O00001744,C001510,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002936,O00001745,C001510,P004,Cold Brew Starter Kit,equipment,3,34.99,0.0,104.97,36.0
OI00002937,O00001746,C001511,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00002938,O00001746,C001511,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00002939,O00001746,C001511,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002940,O00001746,C001511,P001,Morning Ritual Blend,whole_bean,3,18.99,0.0,56.97,19.5
OI00002941,O00001747,C001512,P008,Reusable Brew Bag,equipment,3,12.99,0.15,33.12,9.6
OI00002942,O00001748,C001512,P005,Subscription Box — 2 bags/mo,subscription,3,38.99,0.0,116.97,40.5
OI00002943,O00001749,C001513,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002944,O00001749,C001513,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002945,O00001750,C001514,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00002946,O00001750,C001514,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002947,O00001751,C001516,P006,Decaf House Blend,whole_bean,1,17.99,0.1,16.19,6.2
OI00002948,O00001751,C001516,P006,Decaf House Blend,whole_bean,1,17.99,0.1,16.19,6.2
OI00002949,O00001752,C001516,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002950,O00001753,C001517,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002951,O00001754,C001518,P008,Reusable Brew Bag,equipment,1,12.99,0.2,10.39,3.2
OI00002952,O00001755,C001519,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
OI00002953,O00001756,C001520,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002954,O00001756,C001520,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00002955,O00001757,C001521,P001,Morning Ritual Blend,whole_bean,2,18.99,0.0,37.98,13.0
OI00002956,O00001758,C001522,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002957,O00001758,C001522,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00002958,O00001759,C001524,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00002959,O00001760,C001525,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002960,O00001761,C001526,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002961,O00001761,C001526,P006,Decaf House Blend,whole_bean,3,17.99,0.0,53.97,18.6
OI00002962,O00001762,C001527,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00002963,O00001762,C001527,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002964,O00001763,C001528,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00002965,O00001764,C001529,P001,Morning Ritual Blend,whole_bean,1,18.99,0.2,15.19,6.5
OI00002966,O00001765,C001530,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.1,35.09,13.5
OI00002967,O00001766,C001531,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002968,O00001767,C001531,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002969,O00001768,C001532,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002970,O00001769,C001533,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00002971,O00001769,C001533,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00002972,O00001769,C001533,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00002973,O00001769,C001533,P006,Decaf House Blend,whole_bean,2,17.99,0.0,35.98,12.4
OI00002974,O00001770,C001534,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002975,O00001770,C001534,P003,Single Origin Ethiopia,whole_bean,3,26.99,0.0,80.97,29.4
OI00002976,O00001771,C001535,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00002977,O00001772,C001535,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002978,O00001773,C001537,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002979,O00001774,C001538,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00002980,O00001774,C001538,P001,Morning Ritual Blend,whole_bean,2,18.99,0.0,37.98,13.0
OI00002981,O00001775,C001539,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002982,O00001776,C001540,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002983,O00001776,C001540,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00002984,O00001777,C001540,P008,Reusable Brew Bag,equipment,3,12.99,0.0,38.97,9.6
OI00002985,O00001777,C001540,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00002986,O00001778,C001540,P008,Reusable Brew Bag,equipment,1,12.99,0.2,10.39,3.2
OI00002987,O00001779,C001541,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00002988,O00001780,C001542,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002989,O00001781,C001542,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002990,O00001782,C001542,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00002991,O00001782,C001542,P005,Subscription Box — 2 bags/mo,subscription,3,38.99,0.0,116.97,40.5
OI00002992,O00001782,C001542,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00002993,O00001783,C001542,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002994,O00001784,C001544,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00002995,O00001784,C001544,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00002996,O00001785,C001544,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00002997,O00001786,C001545,P008,Reusable Brew Bag,equipment,3,12.99,0.0,38.97,9.6
OI00002998,O00001786,C001545,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00002999,O00001787,C001546,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.15,39.08,16.8
OI00003000,O00001788,C001546,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00003001,O00001788,C001546,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,3,22.99,0.0,68.97,25.2
OI00003002,O00001789,C001547,P002,Dark Roast Espresso,whole_bean,1,21.99,0.15,18.69,7.2
OI00003003,O00001789,C001547,P001,Morning Ritual Blend,whole_bean,1,18.99,0.15,16.14,6.5
OI00003004,O00001789,C001547,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.15,33.14,13.5
OI00003005,O00001790,C001548,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00003006,O00001790,C001548,P008,Reusable Brew Bag,equipment,3,12.99,0.0,38.97,9.6
OI00003007,O00001791,C001549,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.15,33.14,13.5
OI00003008,O00001791,C001549,P004,Cold Brew Starter Kit,equipment,2,34.99,0.15,59.48,24.0
OI00003009,O00001792,C001550,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00003010,O00001792,C001550,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00003011,O00001793,C001550,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00003012,O00001794,C001551,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00003013,O00001795,C001552,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00003014,O00001795,C001552,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00003015,O00001796,C001554,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00003016,O00001796,C001554,P003,Single Origin Ethiopia,whole_bean,3,26.99,0.0,80.97,29.4
OI00003017,O00001797,C001555,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00003018,O00001798,C001555,P008,Reusable Brew Bag,equipment,2,12.99,0.1,23.38,6.4
OI00003019,O00001798,C001555,P002,Dark Roast Espresso,whole_bean,1,21.99,0.1,19.79,7.2
OI00003020,O00001798,C001555,P002,Dark Roast Espresso,whole_bean,3,21.99,0.1,59.37,21.6
OI00003021,O00001798,C001555,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.1,24.29,9.8
OI00003022,O00001799,C001555,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00003023,O00001799,C001555,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00003024,O00001800,C001556,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00003025,O00001800,C001556,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00003026,O00001800,C001556,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00003027,O00001801,C001558,P004,Cold Brew Starter Kit,equipment,3,34.99,0.0,104.97,36.0
OI00003028,O00001802,C001559,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00003029,O00001803,C001559,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00003030,O00001803,C001559,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00003031,O00001804,C001562,P005,Subscription Box — 2 bags/mo,subscription,2,38.99,0.15,66.28,27.0
OI00003032,O00001805,C001563,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00003033,O00001805,C001563,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00003034,O00001805,C001563,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00003035,O00001806,C001565,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00003036,O00001807,C001566,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00003037,O00001808,C001567,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00003038,O00001809,C001567,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00003039,O00001809,C001567,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00003040,O00001810,C001568,P005,Subscription Box — 2 bags/mo,subscription,3,38.99,0.15,99.42,40.5
OI00003041,O00001811,C001570,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.2,43.18,19.6
OI00003042,O00001812,C001570,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00003043,O00001813,C001571,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00003044,O00001814,C001573,P001,Morning Ritual Blend,whole_bean,2,18.99,0.0,37.98,13.0
OI00003045,O00001815,C001574,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00003046,O00001815,C001574,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00003047,O00001816,C001575,P001,Morning Ritual Blend,whole_bean,1,18.99,0.1,17.09,6.5
OI00003048,O00001817,C001576,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00003049,O00001818,C001577,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00003050,O00001819,C001577,P001,Morning Ritual Blend,whole_bean,1,18.99,0.15,16.14,6.5
OI00003051,O00001820,C001577,P006,Decaf House Blend,whole_bean,2,17.99,0.2,28.78,12.4
OI00003052,O00001821,C001577,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00003053,O00001821,C001577,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00003054,O00001822,C001577,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00003055,O00001823,C001579,P002,Dark Roast Espresso,whole_bean,1,21.99,0.1,19.79,7.2
OI00003056,O00001823,C001579,P008,Reusable Brew Bag,equipment,1,12.99,0.1,11.69,3.2
OI00003057,O00001823,C001579,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.1,24.29,9.8
OI00003058,O00001824,C001580,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,3,22.99,0.0,68.97,25.2
OI00003059,O00001825,C001581,P008,Reusable Brew Bag,equipment,1,12.99,0.2,10.39,3.2
OI00003060,O00001826,C001582,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.2,18.39,8.4
OI00003061,O00001827,C001583,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00003062,O00001827,C001583,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00003063,O00001828,C001584,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00003064,O00001829,C001586,P001,Morning Ritual Blend,whole_bean,1,18.99,0.15,16.14,6.5
OI00003065,O00001830,C001587,P001,Morning Ritual Blend,whole_bean,2,18.99,0.1,34.18,13.0
OI00003066,O00001831,C001588,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00003067,O00001832,C001589,P004,Cold Brew Starter Kit,equipment,1,34.99,0.1,31.49,12.0
OI00003068,O00001833,C001590,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
OI00003069,O00001834,C001590,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00003070,O00001834,C001590,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00003071,O00001835,C001591,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00003072,O00001835,C001591,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00003073,O00001836,C001592,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00003074,O00001836,C001592,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
